sample	protocol	fct	total	chr	proportion	p	a	b	n	mp	sdp	N	Z	pos	keep	site_name	point_type	shapeCol
Individual_7380	Protocol_5	Site_882	8963	chr6	544	0.060693964074528615	1476.4228579861744	22737.96440272223	8963	0.06097295967434614	0.0029583964379053967	271150	-0.09430636010874208	FALSE	TRUE	LAZ	Reference	Control
Individual_7381	Protocol_5	Site_882	620188	chr6	37092	0.05980767122227454	1476.4228579861744	22737.96440272223	620188	0.060972959674346135	0.0015673964867241616	271150	-0.7434548067075445	FALSE	TRUE	LAZ	Reference	Control
Individual_7385	Protocol_5	Site_882	42367	chr6	2696	0.06363443245922534	1476.4228579861744	22737.96440272223	42367	0.060972959674346135	0.001927633838675295	271150	1.3806941606234826	FALSE	TRUE	LAZ	Reference	Control
Individual_7386	Protocol_5	Site_882	116244	chr6	6548	0.05632978906438182	1476.4228579861744	22737.96440272223	116244	0.06097295967434614	0.001690248440668314	271150	-2.7470343993504542	FALSE	TRUE	LAZ	Reference	Significant
LAZ019	Protocol_5	Site_882	142574	chr6	8710	0.06109108252556567	1476.4228579861744	22737.96440272223	142574	0.06097295967434614	0.0016631243250962236	271150	0.07102466690979124	TRUE	TRUE	LAZ	LAZ019	Important
Individual_7388	Protocol_5	Site_882	613669	chr6	37501	0.06110949062116548	1476.4228579861744	22737.96440272223	613669	0.06097295967434614	0.0015677092881176032	271150	0.08708945456544298	FALSE	TRUE	LAZ	Reference	Control
Individual_7389	Protocol_5	Site_882	117680	chr6	7381	0.06272093813732155	1476.4228579861744	22737.96440272223	117680	0.06097295967434614	0.001688469642317315	271150	1.0352442348779327	FALSE	TRUE	LAZ	Reference	Control
Individual_15207	Protocol_5	Site_1791	1488	chr6	103	0.06922043010752688	1476.4228579861744	22737.96440272223	1488	0.06097295967434614	0.0063906825338603	271150	1.2905461019980975	FALSE	TRUE	YUN	Reference	Control
Individual_15478	Protocol_5	Site_1791	322625	chr6	19508	0.060466485858194495	1476.4228579861744	22737.96440272223	322625	0.060972959674346135	0.0015943261684702081	271150	-0.31767264827473335	FALSE	TRUE	YUN	Reference	Control
Individual_15482	Protocol_5	Site_1791	987933	chr6	60015	0.060748046679278855	1476.4228579861744	22737.96440272223	987933	0.06097295967434614	0.0015563960180980942	271150	-0.1445088476531368	FALSE	TRUE	YUN	Reference	Control
Individual_15484	Protocol_5	Site_1791	463887	chr6	27829	0.05999090295697013	1476.4228579861744	22737.96440272223	463887	0.06097295967434615	0.001577287632629507	271150	-0.6226237352402416	FALSE	TRUE	YUN	Reference	Control
Individual_15498	Protocol_5	Site_1791	290862	chr6	17788	0.061156149651724875	1476.4228579861744	22737.96440272223	290862	0.06097295967434614	0.0016003921541171986	271150	0.11446568074421999	FALSE	TRUE	YUN	Reference	Control
Individual_15500	Protocol_5	Site_1791	546869	chr6	33609	0.06145713141538467	1476.4228579861744	22737.96440272223	546869	0.06097295967434615	0.0015713397201933257	271150	0.3081267117583917	FALSE	TRUE	YUN	Reference	Control
Individual_15502	Protocol_5	Site_1791	759710	chr6	47013	0.06188282370904687	1476.4228579861744	22737.96440272223	759710	0.06097295967434614	0.0015619788325634538	271150	0.58250727585565365	FALSE	TRUE	YUN	Reference	Control
Individual_15503	Protocol_5	Site_1791	545022	chr6	33638	0.06171860952401921	1476.4228579861744	22737.96440272223	545022	0.060972959674346135	0.0015714526091117967	271150	0.47449719154720543	FALSE	TRUE	YUN	Reference	Control
Individual_15509	Protocol_5	Site_1791	24853	chr6	1600	0.06437854584959563	1476.4228579861744	22737.96440272223	24853	0.06097295967434614	0.002160573449013351	271150	1.5762417967344184	FALSE	TRUE	YUN	Reference	Control
YUN039	Protocol_5	Site_1791	254544	chr6	15540	0.061050348859136336	1476.4228579861744	22737.96440272223	254544	0.06097295967434614	0.001609142544695421	271150	0.048093430283917105	TRUE	TRUE	YUN	YUN039	Important
Individual_15519	Protocol_5	Site_1791	16293	chr6	1001	0.06143742711593936	1476.4228579861744	22737.96440272223	16293	0.06097295967434614	0.0024245355997101125	271150	0.19156965220422012	FALSE	TRUE	YUN	Reference	Control
CRU001	Protocol_7	Site_345	445079	chr7	24916	0.05598107302299143	9852.847434028323	164698.3256583006	445079	0.05644675575349273	6.517601395012396e-4	271150	-0.7145001700436371	TRUE	TRUE	CRU	CRU001	Important
Individual_2718	Protocol_7	Site_345	594058	chr7	33626	0.05660390062923149	9852.847434028323	164698.3256583006	594058	0.05644675575349274	6.283164446740438e-4	271150	0.25010466791184094	FALSE	TRUE	CRU	Reference	Control
Individual_2723	Protocol_7	Site_345	517151	chr7	29217	0.056496071746936584	9852.847434028323	164698.3256583006	517151	0.05644675575349273	6.388383140154903e-4	271150	0.07719636152358314	FALSE	TRUE	CRU	Reference	Control
Individual_2724	Protocol_7	Site_345	1124129	chr7	62838	0.0558992784635927	9852.847434028323	164698.3256583006	1124129	0.05644675575349273	5.937219407930983e-4	271150	-0.922110591312662	FALSE	TRUE	CRU	Reference	Control
Individual_2725	Protocol_7	Site_345	211976	chr7	11774	0.0555440238517568	9852.847434028323	164698.3256583006	211976	0.056446755753492735	7.459105299400346e-4	271150	-1.2102415309896557	FALSE	TRUE	CRU	Reference	Control
Individual_2727	Protocol_7	Site_345	242494	chr7	13688	0.056446757445545045	9852.847434028323	164698.3256583006	242494	0.05644675575349273	7.244044675318576e-4	271150	2.3357839350002283e-6	FALSE	TRUE	CRU	Reference	Control
Individual_2728	Protocol_7	Site_345	483899	chr7	27347	0.056513859297084724	9852.847434028323	164698.3256583006	483899	0.05644675575349273	6.443534601168103e-4	271150	0.1041408912118389	FALSE	TRUE	CRU	Reference	Control
CRU013	Protocol_7	Site_345	1569953	chr7	86271	0.054951326568374974	9852.847434028323	164698.3256583006	1569953	0.056446755753492735	5.822811754242409e-4	271150	-2.568225194689172	TRUE	TRUE	CRU	CRU013	Important
Individual_2735	Protocol_7	Site_345	833443	chr7	47269	0.056715336261747955	9852.847434028323	164698.3256583006	833443	0.05644675575349273	6.074788027266512e-4	271150	0.4421232593626495	FALSE	TRUE	CRU	Reference	Control
CRU024	Protocol_7	Site_345	977523	chr7	54446	0.05569792219722707	9852.847434028323	164698.3256583006	977523	0.056446755753492735	5.996761785096301e-4	271150	-1.2487298697219094	TRUE	TRUE	CRU	CRU024	Important
Individual_2741	Protocol_7	Site_345	543522	chr7	30621	0.05633810590923642	9852.847434028323	164698.3256583006	543522	0.056446755753492735	6.349153931123186e-4	271150	-0.17112491748501757	FALSE	TRUE	CRU	Reference	Control
Individual_2742	Protocol_7	Site_345	281290	chr7	15923	0.05660706032919763	9852.847434028323	164698.3256583006	281290	0.05644675575349273	7.0318516101121e-4	271150	0.2279692243140849	FALSE	TRUE	CRU	Reference	Control
Individual_2743	Protocol_7	Site_345	9416	chr7	484	0.0514018691588785	9852.847434028323	164698.3256583006	9416	0.05644675575349273	0.0024416140294429506	271150	-2.0662097013610317	FALSE	TRUE	CRU	Reference	Significant
Individual_3641	Protocol_7	Site_468	1114139	chr7	63632	0.05711316092516284	9852.847434028323	164698.3256583006	1114139	0.056446755753492735	5.940795996513052e-4	271150	1.121743907821864	FALSE	TRUE	ERE	Reference	Control
Individual_3642	Protocol_7	Site_468	1467102	chr7	83040	0.056601381499036874	9852.847434028323	164698.3256583006	1467102	0.056446755753492735	5.843198228587605e-4	271150	0.2646251923948751	FALSE	TRUE	ERE	Reference	Control
Individual_3643	Protocol_7	Site_468	387527	chr7	21982	0.05672378956821073	9852.847434028323	164698.3256583006	387527	0.056446755753492735	6.652539264088167e-4	271150	0.41643318997527046	FALSE	TRUE	ERE	Reference	Control
ERE004	Protocol_7	Site_468	452307	chr7	25245	0.05581386093958307	9852.847434028323	164698.3256583006	452307	0.056446755753492735	6.502914755302224e-4	271150	-0.9732479014792959	TRUE	TRUE	ERE	ERE004	Important
Individual_3645	Protocol_7	Site_468	548975	chr7	31219	0.05686779908010383	9852.847434028323	164698.3256583006	548975	0.05644675575349273	6.341484109643767e-4	271150	0.6639507713514625	FALSE	TRUE	ERE	Reference	Control
Individual_3646	Protocol_7	Site_468	7385	chr7	415	0.056194989844278946	9852.847434028323	164698.3256583006	7385	0.056446755753492735	0.0027417278721605185	271150	-0.09182746098554036	FALSE	TRUE	ERE	Reference	Control
Individual_4987	Protocol_5	Site_613	741569	chr7	41908	0.05651261042465367	8972.608461764927	151575.87273694287	741569	0.05588722107348808	6.322946518933425e-4	271150	0.9890789828649165	FALSE	TRUE	HKI	Reference	Control
HKI002	Protocol_5	Site_613	133789	chr7	7257	0.054242127529169064	8972.608461764927	151575.87273694287	133789	0.055887221073488084	8.503081136683551e-4	271150	-1.934702865790429	TRUE	TRUE	HKI	HKI002	Important
Individual_4989	Protocol_5	Site_613	3332	chr7	200	0.060024009603841535	8972.608461764927	151575.87273694287	3332	0.05588722107348808	0.004020451813459531	271150	1.0289362296308238	FALSE	TRUE	HKI	Reference	Control
Individual_4990	Protocol_5	Site_613	741103	chr7	41618	0.05615683649911011	8972.608461764927	151575.87273694287	741103	0.05588722107348808	6.323300294480764e-4	271150	0.4263840290130818	FALSE	TRUE	HKI	Reference	Control
Individual_4991	Protocol_5	Site_613	349770	chr7	19639	0.05614832604282814	8972.608461764927	151575.87273694287	349770	0.05588722107348807	6.92457482072901e-4	271150	0.37707003837758063	FALSE	TRUE	HKI	Reference	Control
Individual_4992	Protocol_5	Site_613	1538	chr7	77	0.05006501950585176	8972.608461764927	151575.87273694287	1538	0.05588722107348808	0.005885169448171405	271150	-0.9893005832559926	FALSE	TRUE	HKI	Reference	Control
Individual_7380	Protocol_5	Site_882	8963	chr7	522	0.058239428762691066	8972.608461764927	151575.87273694287	8963	0.05588722107348807	0.002493082232392808	271150	0.9434938240867393	FALSE	TRUE	LAZ	Reference	Control
Individual_7381	Protocol_5	Site_882	620188	chr7	34568	0.05573793752862036	8972.608461764927	151575.87273694287	620188	0.05588722107348807	6.432122389288363e-4	271150	-0.23209064727425052	FALSE	TRUE	LAZ	Reference	Control
Individual_7385	Protocol_5	Site_882	42367	chr7	2424	0.05721434135057946	8972.608461764927	151575.87273694287	42367	0.05588722107348808	0.0012546063380555375	271150	1.0577981609340779	FALSE	TRUE	LAZ	Reference	Control
Individual_7386	Protocol_5	Site_882	116244	chr7	6204	0.053370496541757	8972.608461764927	151575.87273694287	116244	0.05588722107348808	8.846176779030083e-4	271150	-2.8449855735383807	FALSE	TRUE	LAZ	Reference	Significant
LAZ019	Protocol_5	Site_882	142574	chr7	8063	0.05655308822085373	8972.608461764927	151575.87273694287	142574	0.055887221073488084	8.358967735943933e-4	271150	0.7965901632834275	TRUE	TRUE	LAZ	LAZ019	Important
Individual_7388	Protocol_5	Site_882	613669	chr7	34384	0.056030205208345216	8972.608461764927	151575.87273694287	613669	0.05588722107348808	6.439143985405474e-4	271150	0.22205456995714995	FALSE	TRUE	LAZ	Reference	Control
Individual_7389	Protocol_5	Site_882	117680	chr7	6395	0.05434228416043508	8972.608461764927	151575.87273694287	117680	0.05588722107348808	8.814815062081481e-4	271150	-1.752659474047077	FALSE	TRUE	LAZ	Reference	Control
Individual_15207	Protocol_5	Site_1791	1488	chr7	84	0.056451612903225805	8972.608461764927	151575.87273694287	1488	0.05588722107348807	0.005982306754142418	271150	0.09434351211544342	FALSE	TRUE	YUN	Reference	Control
Individual_15478	Protocol_5	Site_1791	322625	chr7	17930	0.05557535838822162	8972.608461764927	151575.87273694287	322625	0.05588722107348808	7.015623573946146e-4	271150	-0.44452596690708884	FALSE	TRUE	YUN	Reference	Control
Individual_15482	Protocol_5	Site_1791	987933	chr7	54575	0.055241600391929414	8972.608461764927	151575.87273694287	987933	0.055887221073488084	6.181046269292499e-4	271150	-1.0445168235774585	FALSE	TRUE	YUN	Reference	Control
Individual_15484	Protocol_5	Site_1791	463887	chr7	25844	0.05571184361708778	8972.608461764927	151575.87273694287	463887	0.05588722107348808	6.651221753309447e-4	271150	-0.2636770549907381	FALSE	TRUE	YUN	Reference	Control
Individual_15498	Protocol_5	Site_1791	290862	chr7	16211	0.05573433449539644	8972.608461764927	151575.87273694287	290862	0.05588722107348807	7.141773437841667e-4	271150	-0.21407368831043774	FALSE	TRUE	YUN	Reference	Control
Individual_15500	Protocol_5	Site_1791	546869	chr7	30391	0.055572723997886146	8972.608461764927	151575.87273694287	546869	0.05588722107348808	6.52018597797426e-4	271150	-0.48234371943427545	FALSE	TRUE	YUN	Reference	Control
Individual_15502	Protocol_5	Site_1791	759710	chr7	43043	0.05665714548972634	8972.608461764927	151575.87273694287	759710	0.05588722107348808	6.309496957085499e-4	271150	1.2202627586239616	FALSE	TRUE	YUN	Reference	Control
Individual_15503	Protocol_5	Site_1791	545022	chr7	30647	0.056230757657489056	8972.608461764927	151575.87273694287	545022	0.055887221073488084	6.522692836261974e-4	271150	0.5266790766094774	FALSE	TRUE	YUN	Reference	Control
Individual_15509	Protocol_5	Site_1791	24853	chr7	1403	0.05645193739186416	8972.608461764927	151575.87273694287	24853	0.05588722107348807	0.0015657806879410578	271150	0.3606611850083997	FALSE	TRUE	YUN	Reference	Control
YUN039	Protocol_5	Site_1791	254544	chr7	14210	0.055825319001822866	8972.608461764927	151575.87273694287	254544	0.05588722107348808	7.320735965766571e-4	271150	-0.08455717014611543	TRUE	TRUE	YUN	YUN039	Important
Individual_15519	Protocol_5	Site_1791	16293	chr7	885	0.05431780519241392	8972.608461764927	151575.87273694287	16293	0.055887221073488084	0.0018886665367617154	271150	-0.8309650488990311	FALSE	TRUE	YUN	Reference	Control
CRU001	Protocol_7	Site_345	445079	chr8	24047	0.05402861065114283	4149.541684994358	72034.25352783389	445079	0.05446751075346316	8.897800256635572e-4	271150	-0.4932680995991265	TRUE	TRUE	CRU	CRU001	Important
Individual_2718	Protocol_7	Site_345	594058	chr8	32778	0.05517643058421905	4149.541684994358	72034.25352783389	594058	0.05446751075346316	8.733215330680297e-4	271150	0.8117512324073964	FALSE	TRUE	CRU	Reference	Control
Individual_2723	Protocol_7	Site_345	517151	chr8	28519	0.05514636924225226	4149.541684994358	72034.25352783389	517151	0.05446751075346316	8.806717475337493e-4	271150	0.7708416793092235	FALSE	TRUE	CRU	Reference	Control
Individual_2724	Protocol_7	Site_345	1124129	chr8	61375	0.054597826406044145	4149.541684994358	72034.25352783389	1124129	0.05446751075346315	8.49595066165744e-4	271150	0.15338560423745723	FALSE	TRUE	CRU	Reference	Control
Individual_2725	Protocol_7	Site_345	211976	chr8	11548	0.05447786541872665	4149.541684994358	72034.25352783389	211976	0.05446751075346316	9.58619340480713e-4	271150	0.010801644434068815	FALSE	TRUE	CRU	Reference	Control
Individual_2727	Protocol_7	Site_345	242494	chr8	13266	0.054706508202264796	4149.541684994358	72034.25352783389	242494	0.05446751075346316	9.425366423133436e-4	271150	0.2535683368394556	FALSE	TRUE	CRU	Reference	Control
Individual_2728	Protocol_7	Site_345	483899	chr8	26718	0.05521400126885982	4149.541684994358	72034.25352783389	483899	0.05446751075346316	8.845483841188723e-4	271150	0.8439227619416986	FALSE	TRUE	CRU	Reference	Control
CRU013	Protocol_7	Site_345	1569953	chr8	83960	0.05347930797928346	4149.541684994358	72034.25352783389	1569953	0.054467510753463164	8.41903811159255e-4	271150	-1.1737715889645475	TRUE	TRUE	CRU	CRU013	Important
Individual_2735	Protocol_7	Site_345	833443	chr8	45351	0.0544140391124528	4149.541684994358	72034.25352783389	833443	0.05446751075346316	8.589472836110934e-4	271150	-0.06225252938172828	FALSE	TRUE	CRU	Reference	Control
CRU024	Protocol_7	Site_345	977523	chr8	53333	0.054559330061799055	4149.541684994358	72034.25352783389	977523	0.05446751075346316	8.536291513818638e-4	271150	0.1075634638147729	TRUE	TRUE	CRU	CRU024	Important
Individual_2741	Protocol_7	Site_345	543522	chr8	29505	0.054284831156788504	4149.541684994358	72034.25352783389	543522	0.05446751075346315	8.779242690462471e-4	271150	-0.2080812697809384	FALSE	TRUE	CRU	Reference	Control
Individual_2742	Protocol_7	Site_345	281290	chr8	15427	0.05484375555476555	4149.541684994358	72034.25352783389	281290	0.054467510753463164	9.268678086131979e-4	271150	0.4059314584086483	FALSE	TRUE	CRU	Reference	Control
Individual_2743	Protocol_7	Site_345	9416	chr8	515	0.05469413763806287	4149.541684994358	72034.25352783389	9416	0.05446751075346316	0.002478996865631026	271150	0.09141878626055701	FALSE	TRUE	CRU	Reference	Control
Individual_3641	Protocol_7	Site_468	1114139	chr8	61256	0.0549805724420382	4149.541684994358	72034.25352783389	1114139	0.05446751075346316	8.498367872250505e-4	271150	0.6037179094709857	FALSE	TRUE	ERE	Reference	Control
Individual_3642	Protocol_7	Site_468	1467102	chr8	80840	0.05510182659419727	4149.541684994358	72034.25352783389	1467102	0.05446751075346315	8.432684745268447e-4	271150	0.7522110216322628	FALSE	TRUE	ERE	Reference	Control
Individual_3643	Protocol_7	Site_468	387527	chr8	21326	0.0550310042913139	4149.541684994358	72034.25352783389	387527	0.05446751075346316	8.993846265899071e-4	271150	0.626532321313157	FALSE	TRUE	ERE	Reference	Control
ERE004	Protocol_7	Site_468	452307	chr8	24618	0.054427634328011724	4149.541684994358	72034.25352783389	452307	0.05446751075346316	8.887403516975025e-4	271150	-0.04486847635000241	TRUE	TRUE	ERE	ERE004	Important
Individual_3645	Protocol_7	Site_468	548975	chr8	30362	0.05530670795573569	4149.541684994358	72034.25352783389	548975	0.05446751075346315	8.773880778507332e-4	271150	0.956472082830499	FALSE	TRUE	ERE	Reference	Control
Individual_3646	Protocol_7	Site_468	7385	chr8	429	0.05809072444143534	4149.541684994358	72034.25352783389	7385	0.05446751075346316	0.0027657929193959916	271150	1.3100090258252026	FALSE	TRUE	ERE	Reference	Control
Individual_4987	Protocol_5	Site_613	741569	chr8	40196	0.05420399180656149	2940.428329827771	52700.22813498159	741569	0.052846758407451254	9.833990133711872e-4	271150	1.3801451706337486	FALSE	TRUE	HKI	Reference	Control
HKI002	Protocol_5	Site_613	133789	chr8	7166	0.053561952028941096	2940.428329827771	52700.22813498159	133789	0.052846758407451254	0.0011285818412568077	271150	0.6337100202617029	TRUE	TRUE	HKI	HKI002	Important
Individual_4989	Protocol_5	Site_613	3332	chr8	179	0.053721488595438176	2940.428329827771	52700.22813498159	3332	0.052846758407451254	0.003990176674472648	271150	0.2192209166032801	FALSE	TRUE	HKI	Reference	Control
Individual_4990	Protocol_5	Site_613	741103	chr8	39628	0.05347164968971924	2940.428329827771	52700.22813498159	741103	0.052846758407451254	9.834205919107297e-4	271150	0.6354262737714912	FALSE	TRUE	HKI	Reference	Control
Individual_4991	Protocol_5	Site_613	349770	chr8	18751	0.05360951482402722	2940.428329827771	52700.22813498159	349770	0.052846758407451254	0.001021117167514254	271150	0.7469822669153362	FALSE	TRUE	HKI	Reference	Control
Individual_4992	Protocol_5	Site_613	1538	chr8	81	0.05266579973992198	2940.428329827771	52700.22813498159	1538	0.05284675840745125	0.005783065107228743	271150	-0.03129113440259808	FALSE	TRUE	HKI	Reference	Control
Individual_7380	Protocol_5	Site_882	8963	chr8	482	0.05377663728662278	2940.428329827771	52700.22813498159	8963	0.05284675840745125	0.0025463677634322023	271150	0.36517854668336264	FALSE	TRUE	LAZ	Reference	Control
Individual_7381	Protocol_5	Site_882	620188	chr8	32095	0.05175043696427535	2940.428329827771	52700.22813498159	620188	0.05284675840745125	9.900927906239634e-4	271150	-1.1072916130264787	FALSE	TRUE	LAZ	Reference	Control
Individual_7385	Protocol_5	Site_882	42367	chr8	2165	0.05110109283168504	2940.428329827771	52700.22813498159	42367	0.05284675840745125	0.0014425651034726884	271150	-1.2101121617068538	FALSE	TRUE	LAZ	Reference	Control
Individual_7386	Protocol_5	Site_882	116244	chr8	6100	0.05247582670933554	2940.428329827771	52700.22813498159	116244	0.05284675840745125	0.0011533272638894225	271150	-0.3216187718174612	FALSE	TRUE	LAZ	Reference	Control
LAZ019	Protocol_5	Site_882	142574	chr8	7508	0.05266037285900655	2940.428329827771	52700.22813498159	142574	0.05284675840745125	0.0011183223157854839	271150	-0.16666532162848213	TRUE	TRUE	LAZ	LAZ019	Important
Individual_7388	Protocol_5	Site_882	613669	chr8	32889	0.05359403848002751	2940.428329827771	52700.22813498159	613669	0.052846758407451254	9.905256565643872e-4	271150	0.7544277804657532	FALSE	TRUE	LAZ	Reference	Control
Individual_7389	Protocol_5	Site_882	117680	chr8	6341	0.053883412644459554	2940.428329827771	52700.22813498159	117680	0.052846758407451254	0.001151047137137263	271150	0.9006184052431888	FALSE	TRUE	LAZ	Reference	Control
Individual_15207	Protocol_5	Site_1791	1488	chr8	83	0.05577956989247312	2940.428329827771	52700.22813498159	1488	0.052846758407451254	0.005876852840823493	271150	0.49904456763816185	FALSE	TRUE	YUN	Reference	Control
Individual_15478	Protocol_5	Site_1791	322625	chr8	17115	0.05304920573421155	2940.428329827771	52700.22813498159	322625	0.05284675840745125	0.0010269959329717395	271150	0.19712573366721567	FALSE	TRUE	YUN	Reference	Control
Individual_15482	Protocol_5	Site_1791	987933	chr8	52085	0.052721186558197776	2940.428329827771	52700.22813498159	987933	0.05284675840745125	9.748035087159472e-4	271150	-0.1288176008095002	FALSE	TRUE	YUN	Reference	Control
Individual_15484	Protocol_5	Site_1791	463887	chr8	24441	0.05268740016426414	2940.428329827771	52700.22813498159	463887	0.05284675840745125	0.0010037314013013959	271150	-0.15876582418412982	FALSE	TRUE	YUN	Reference	Control
Individual_15498	Protocol_5	Site_1791	290862	chr8	15377	0.05286699534487145	2940.428329827771	52700.22813498159	290862	0.052846758407451254	0.0010352114513422948	271150	0.01954860274580319	FALSE	TRUE	YUN	Reference	Control
Individual_15500	Protocol_5	Site_1791	546869	chr8	29370	0.05370573208574631	2940.428329827771	52700.22813498159	546869	0.052846758407451254	9.955420975718329e-4	271150	0.8628200458726248	FALSE	TRUE	YUN	Reference	Control
Individual_15502	Protocol_5	Site_1791	759710	chr8	39927	0.05255558041884403	2940.428329827771	52700.22813498159	759710	0.052846758407451254	9.825792020521824e-4	271150	-0.2963404761662732	FALSE	TRUE	YUN	Reference	Control
Individual_15503	Protocol_5	Site_1791	545022	chr8	29019	0.05324372227176151	2940.428329827771	52700.22813498159	545022	0.052846758407451254	9.956978650378474e-4	271150	0.39867903532681226	FALSE	TRUE	YUN	Reference	Control
Individual_15509	Protocol_5	Site_1791	24853	chr8	1347	0.054198688287128316	2940.428329827771	52700.22813498159	24853	0.052846758407451254	0.001706910281126157	271150	0.79203335677673	FALSE	TRUE	YUN	Reference	Control
YUN039	Protocol_5	Site_1791	254544	chr8	13716	0.05388459362624929	2940.428329827771	52700.22813498159	254544	0.052846758407451254	0.001047003177318021	271150	0.9912436191994475	TRUE	TRUE	YUN	YUN039	Important
Individual_15519	Protocol_5	Site_1791	16293	chr8	844	0.051801387098754065	2940.428329827771	52700.22813498159	16293	0.052846758407451254	0.0019928968271631783	271150	-0.5245486341534499	FALSE	TRUE	YUN	Reference	Control
CRU001	Protocol_7	Site_345	445079	chr9	18217	0.04092981246025986	6810.433981015504	157479.21914279895	445079	0.041453821659011736	5.754450814331207e-4	271150	-0.91061547949433	TRUE	TRUE	CRU	CRU001	Important
Individual_2718	Protocol_7	Site_345	594058	chr9	24438	0.041137397358507084	6810.433981015504	157479.21914279895	594058	0.041453821659011736	5.556510360343606e-4	271150	-0.5694658697353431	FALSE	TRUE	CRU	Reference	Control
Individual_2723	Protocol_7	Site_345	517151	chr9	21484	0.04154299227885086	6810.433981015504	157479.21914279895	517151	0.041453821659011736	5.645308948603664e-4	271150	0.15795525214112482	FALSE	TRUE	CRU	Reference	Control
Individual_2724	Protocol_7	Site_345	1124129	chr9	46544	0.04140450072900886	6810.433981015504	157479.21914279895	1124129	0.041453821659011736	5.265053702378128e-4	271150	-0.09367602457806164	FALSE	TRUE	CRU	Reference	Control
Individual_2725	Protocol_7	Site_345	211976	chr9	8938	0.04216515077178549	6810.433981015504	157479.21914279895	211976	0.041453821659011736	6.552187562381501e-4	271150	1.0856360658198374	FALSE	TRUE	CRU	Reference	Control
Individual_2727	Protocol_7	Site_345	242494	chr9	10009	0.04127524804737437	6810.433981015504	157479.21914279895	242494	0.041453821659011736	6.369621507826457e-4	271150	-0.28035199802366717	FALSE	TRUE	CRU	Reference	Control
Individual_2728	Protocol_7	Site_345	483899	chr9	20064	0.041463197898735066	6810.433981015504	157479.21914279895	483899	0.04145382165901174	5.691879916926588e-4	271150	0.01647301042919015	FALSE	TRUE	CRU	Reference	Control
CRU013	Protocol_7	Site_345	1569953	chr9	64091	0.04082351509885965	6810.433981015504	157479.21914279895	1569953	0.041453821659011736	5.16885067022814e-4	271150	-1.2194327140897425	TRUE	TRUE	CRU	CRU013	Important
Individual_2735	Protocol_7	Site_345	833443	chr9	34643	0.041566129897305515	6810.433981015504	157479.21914279895	833443	0.041453821659011736	5.38085786687022e-4	271150	0.20871809118998932	FALSE	TRUE	CRU	Reference	Control
CRU024	Protocol_7	Site_345	977523	chr9	40447	0.041377031537876856	6810.433981015504	157479.21914279895	977523	0.04145382165901174	5.315159635521525e-4	271150	-0.14447378141136932	TRUE	TRUE	CRU	CRU024	Important
Individual_2741	Protocol_7	Site_345	543522	chr9	22588	0.041558575365854555	6810.433981015504	157479.21914279895	543522	0.04145382165901174	5.61219392973088e-4	271150	0.18665375458227573	FALSE	TRUE	CRU	Reference	Control
Individual_2742	Protocol_7	Site_345	281290	chr9	11610	0.04127412990152512	6810.433981015504	157479.21914279895	281290	0.041453821659011736	6.189675884878539e-4	271150	-0.2903088317202636	FALSE	TRUE	CRU	Reference	Control
Individual_2743	Protocol_7	Site_345	9416	chr9	336	0.0356839422259983	6810.433981015504	157479.21914279895	9416	0.04145382165901174	0.0021123025854222588	271150	-2.7315591396958965	FALSE	TRUE	CRU	Reference	Significant
Individual_3641	Protocol_7	Site_468	1114139	chr9	45395	0.040744467252290785	6810.433981015504	157479.21914279895	1114139	0.041453821659011736	5.268062742963536e-4	271150	-1.3465185236611386	FALSE	TRUE	ERE	Reference	Control
Individual_3642	Protocol_7	Site_468	1467102	chr9	60041	0.04092489820067044	6810.433981015504	157479.21914279895	1467102	0.041453821659011736	5.185986031895397e-4	271150	-1.0199091457020042	FALSE	TRUE	ERE	Reference	Control
Individual_3643	Protocol_7	Site_468	387527	chr9	16274	0.041994493286919364	6810.433981015504	157479.21914279895	387527	0.041453821659011736	5.868522817804007e-4	271150	0.9213078737077259	FALSE	TRUE	ERE	Reference	Control
ERE004	Protocol_7	Site_468	452307	chr9	18514	0.04093237557676534	6810.433981015504	157479.21914279895	452307	0.041453821659011736	5.742041226434213e-4	271150	-0.9081197115859357	TRUE	TRUE	ERE	ERE004	Important
Individual_3645	Protocol_7	Site_468	548975	chr9	22636	0.04123320734095359	6810.433981015504	157479.21914279895	548975	0.041453821659011736	5.605720586308801e-4	271150	-0.393552112813049	FALSE	TRUE	ERE	Reference	Control
Individual_3646	Protocol_7	Site_468	7385	chr9	347	0.046987136086662155	6810.433981015504	157479.21914279895	7385	0.041453821659011736	0.002371156498413848	271150	2.3335930932234343	FALSE	TRUE	ERE	Reference	Significant
Individual_4987	Protocol_5	Site_613	741569	chr9	30993	0.04179381824213256	5993.426787505277	136397.91818531568	741569	0.042091229552254576	5.809719544021814e-4	271150	-0.5119202534105991	FALSE	TRUE	HKI	Reference	Control
HKI002	Protocol_5	Site_613	133789	chr9	5564	0.04158787344251022	5993.426787505277	136397.91818531568	133789	0.042091229552254576	7.645409290159631e-4	271150	-0.6583769300516364	TRUE	TRUE	HKI	HKI002	Important
Individual_4989	Protocol_5	Site_613	3332	chr9	114	0.034213685474189674	5993.426787505277	136397.91818531568	3332	0.04209122955225458	0.0035190596571577416	271150	-2.2385366676129066	FALSE	TRUE	HKI	Reference	Significant
